project_id,type,campaign_country,cluster,impressions,yes_answers,no_answers,gender,age_range,diff_survey_release,watching_rate_%,cluster_k_8
project_14,wi,AT,Mixed_Segment_E,12718,0,0,FEMALE,35to44,81,0.0,0
project_3,wi,IT,Dystopian,5203,0,0,FEMALE,18to24,17,0.0,4
project_2,wi,AT,OffensiveComedy,8346,7,3,FEMALE,18to24,13,50.0,7
project_4,wi,DE,GermanPostWarHistory,1485,1,19,MALE,O55,72,3.2258064516129035,0
project_2,vc,FI,Demo,2826,8,15,MALE,18to24,-14,29.62962962962963,5
project_14,wi,AT,Comedy,4259,0,7,MALE,18to24,81,0.0,0
project_13,wi,FR,FrenchCinema,2645,0,0,MALE,45to54,4,0.0,4
project_11,wi,FR,HumoristCelebrities,5700,0,0,MALE,45to54,28,0.0,4
project_1,vc,DE,DarkFemaleLedTV,5841,0,8,MALE,O55,-111,0.0,1
project_8,wi,GB,SimonPeggWright,2577,41,0,FEMALE,25to34,92,95.34883720930232,7
project_7,wi,FR,NatooFans,763,7,0,FEMALE,45to54,21,100.0,7
project_8,vc,GB,IrreverentBritishTVComedy,1796,0,0,FEMALE,45to54,-7,0.0,5
project_13,wi,FR,FrenchArtists,1995,0,0,FEMALE,35to44,4,0.0,4
project_2,vc,SE,Mixed_Segment_C,4415,0,0,FEMALE,25to34,-14,0.0,5
project_11,wi,FR,FrenchComedy,30183,0,0,MALE,45to54,28,0.0,4
project_3,wi,IT,DarkTV,5286,0,0,FEMALE,18to24,17,0.0,4
project_5,wi,FR,ViewedPrimeVideoCampaigns,22058,43,419,MALE,18to24,5,6.9692058346839545,6
project_6,vc,DE,Action,1451,1,11,FEMALE,18to24,-17,5.5555555555555545,5
project_6,wi,GB,SpiesSecretOperations,11565,7,19,FEMALE,18to24,84,14.285714285714285,0
project_3,wi,DE,SciFi,2974,2,10,MALE,25to34,17,4.3478260869565215,4
project_1,wi,GB,DarkFemaleLedTV,2522,5,4,MALE,25to34,-53,26.315789473684212,5
project_3,wi,IT,DarkTV,3911,0,0,MALE,45to54,17,0.0,4
project_10,wi,DE,BiographiesTrueStories,3665,3,22,MALE,25to34,119,10.0,0
project_4,vc,DE,Spies,2923,2,21,FEMALE,O55,-18,4.651162790697675,5
project_6,wi,ES,Action,3452,0,1,MALE,45to54,83,0.0,0
project_2,vc,SE,Mixed_Segment_B,5950,9,3,MALE,18to24,-14,60.0,7
project_3,wi,FR,SciFi,3999,0,0,FEMALE,25to34,17,0.0,4
project_4,wi,DE,GermanProductions,7779,25,17,FEMALE,18to24,72,20.491803278688526,0
project_6,wi,ES,CastCrew,7390,67,74,MALE,25to34,83,41.358024691358025,2
project_5,vc,FR,ComedyDramedy,7317,6,70,MALE,25to34,-14,6.666666666666668,6
project_6,vc,FR,VengeanceSelfJustice,3926,20,26,MALE,25to34,-17,34.48275862068966,7
project_3,wi,FR,PrimeVideoFans,3224,0,0,MALE,18to24,17,0.0,4
project_2,wi,ES,OffensiveComedy,8274,33,20,MALE,18to24,14,53.225806451612904,7
project_1,vc,ES,Cast,5179,9,0,FEMALE,45to54,-153,52.941176470588225,1
project_4,vc,DE,Extended,2450,8,4,MALE,18to24,-18,27.58620689655172,5
project_6,wi,DE,VengeanceSelfJustice,11552,12,7,MALE,25to34,84,35.29411764705883,0
project_11,wi,FR,Urban,6537,0,0,MALE,35to44,28,0.0,4
project_11,wi,FR,Urban,8371,0,0,FEMALE,25to34,28,0.0,4
project_3,wi,DE,DarkTV,2007,4,23,MALE,O55,17,8.333333333333334,4
project_7,vc,FR,FrenchComedy,83930,34,61,FEMALE,35to44,-37,25.563909774436087,3
project_7,wi,FR,FrenchInfluencers,20672,74,144,MALE,18to24,21,28.03030303030303,2
project_3,wi,IT,SciFi,4461,0,0,MALE,18to24,17,0.0,4
project_2,vc,ES,OffensiveComedy,9178,0,0,MALE,O55,-18,0.0,5
project_5,wi,FR,FrenchComedy,10908,40,18,FEMALE,25to34,5,51.94805194805195,2
project_1,vc,AT,Motherhood,19357,4,9,FEMALE,45to54,-111,14.814814814814815,1
project_6,vc,DE,CastCrew,1742,19,5,FEMALE,35to44,-17,50.0,7
project_1,vc,AT,Feminism,17392,3,11,FEMALE,45to54,-111,11.111111111111109,1
project_2,vc,ES,USDocumentary,8475,0,0,MALE,35to44,-18,0.0,5
project_6,wi,GB,Control,5393,5,35,FEMALE,25to34,84,8.928571428571429,0
project_1,wi,GB,DarkFemaleLedTV,2246,0,4,FEMALE,18to24,-53,0.0,5
project_1,vc,ES,PopularDrama,12318,10,8,FEMALE,25to34,-153,35.714285714285715,1
project_3,wi,FR,SciFi,2759,0,0,MALE,O55,17,0.0,4
project_4,vc,DE,Extended,1639,8,3,FEMALE,45to54,-18,23.529411764705888,5
project_5,vc,FR,Moviegoers,14727,37,41,FEMALE,18to24,-14,26.056338028169016,2
project_14,wi,AT,Comedy,3659,1,3,FEMALE,18to24,81,7.142857142857142,0
project_1,vc,GB,FemaleLedDrama,6471,6,42,MALE,18to24,-98,9.523809523809524,1
project_6,wi,FR,CastCrew,4660,47,17,MALE,35to44,84,55.29411764705882,2
project_3,wi,IT,PrimeVideoFans,1849,0,0,FEMALE,O55,17,0.0,4
project_5,vc,FR,Families,15742,47,13,FEMALE,35to44,-14,45.19230769230769,2
project_5,vc,FR,Teens,17245,26,132,MALE,25to34,-14,11.403508771929824,6
project_3,wi,GB,DarkTV,9697,7,44,FEMALE,18to24,42,3.4653465346534653,4
project_1,vc,GB,FemaleLedDrama,5883,18,8,FEMALE,25to34,-98,31.03448275862069,1
project_5,vc,FR,PrimeVideoFans,3694,17,6,FEMALE,18to24,-14,28.813559322033896,5
project_7,vc,FR,FrenchInfluencers,65318,12,84,MALE,35to44,-37,9.022556390977444,3
project_3,wi,DE,SciFi,2284,3,3,MALE,35to44,17,10.0,4
project_5,vc,FR,Moviegoers,18022,19,196,MALE,18to24,-14,7.569721115537848,6
project_5,vc,FR,FemaleCenteredInterests,16299,20,92,MALE,35to44,-14,13.98601398601399,6
project_2,vc,SE,Core,4119,12,8,FEMALE,25to34,-14,50.0,7
project_13,wi,FR,MusicalsOnScreen,2378,0,0,MALE,25to34,4,0.0,4
project_1,vc,DE,Books,8370,7,7,FEMALE,25to34,-111,12.5,1
project_7,wi,FR,RealityTVHits,12516,11,10,FEMALE,35to44,21,29.72972972972973,4
project_14,wi,AT,Control,5533,0,0,MALE,O55,81,0.0,0
project_6,wi,FR,CastCrew,15820,53,33,MALE,18to24,84,39.55223880597015,2
project_5,wi,FR,Teens,7855,17,62,MALE,25to34,5,12.318840579710145,6
project_1,vc,DE,PopularDrama,4637,1,1,MALE,O55,-111,50.0,1
project_14,wi,AT,Mixed_Segment_E,11400,0,0,MALE,35to44,81,0.0,0
project_3,wi,DE,DarkTV,2829,5,12,MALE,18to24,17,13.513513513513516,4
project_13,wi,FR,FrenchCinema,3094,0,0,FEMALE,18to24,4,0.0,4
project_7,wi,FR,NatooFans,27405,8,3,MALE,35to44,21,53.33333333333334,7
project_6,wi,DE,Action,1087,2,4,FEMALE,45to54,84,16.666666666666668,0
project_7,vc,FR,FrenchComedy,93458,93,340,MALE,18to24,-37,18.97959183673469,3
project_11,wi,FR,French,6464,0,0,FEMALE,25to34,28,0.0,4
project_9,wi,DE,Football,1946,5,80,FEMALE,O55,3,5.747126436781608,6
project_6,vc,FR,Drama,3291,13,30,FEMALE,25to34,-17,19.402985074626862,5
project_2,wi,AT,OffensiveComedy,2736,2,4,MALE,O55,13,20.0,5
project_5,vc,FR,FrenchCinemaTVSeries,8579,8,105,MALE,18to24,-14,6.2015503875969005,6
project_6,wi,GB,Action,1900,2,3,FEMALE,35to44,84,18.181818181818183,0
project_2,vc,IE,Demo,3748,0,0,MALE,25to34,-14,0.0,5
project_14,wi,AT,Mixed_Segment_A,10933,0,0,FEMALE,25to34,81,0.0,0
project_14,wi,DE,GermanComedyStandUp,2178,5,23,FEMALE,45to54,81,9.803921568627453,0
project_2,vc,IE,Demo,2882,0,0,MALE,18to24,-14,0.0,5
project_6,wi,DE,CastCrew,2112,27,11,MALE,45to54,84,56.25,7
project_1,vc,DE,Cast,3637,0,1,FEMALE,45to54,-111,0.0,1
project_4,wi,DE,Crime,7982,25,24,FEMALE,25to34,72,21.008403361344534,0
project_12,wi,FR,Documentary,4394,0,0,MALE,35to44,25,0.0,4
project_7,wi,FR,GuestStars,11769,0,1,MALE,45to54,21,0.0,4
project_6,wi,GB,Action,2267,4,1,MALE,45to54,84,44.444444444444436,0
project_6,vc,DE,Control,2628,11,56,FEMALE,45to54,-17,10.891089108910892,5
project_6,vc,FR,VengeanceSelfJustice,3345,9,19,MALE,45to54,-17,20.454545454545453,5
project_12,wi,FR,MotivationMovies,2470,0,0,MALE,35to44,25,0.0,4
project_12,wi,FR,ToughGuys,3362,0,0,MALE,35to44,25,0.0,4
project_10,wi,DE,DrugsonScreen,2206,4,22,FEMALE,45to54,119,14.285714285714285,0
project_6,wi,ES,VengeanceSelfJustice,4876,3,12,FEMALE,25to34,83,15.789473684210524,0
project_6,wi,GB,CastCrew,3625,32,5,MALE,35to44,84,59.25925925925926,7
project_8,vc,GB,BestOfComedy,2236,0,0,FEMALE,18to24,-7,0.0,5
project_6,wi,FR,Action,3825,5,30,FEMALE,18to24,84,5.376344086021504,0
project_14,wi,DE,StandUp,3432,12,17,MALE,25to34,81,21.818181818181817,0
project_6,vc,GB,BrutalWitty,3624,23,75,MALE,18to24,-17,16.197183098591548,6
project_1,vc,ES,WomensFavouriteTV,14044,5,11,MALE,35to44,-153,18.51851851851852,1
project_14,wi,DE,Comedy,2074,1,31,FEMALE,O55,81,1.851851851851852,0
project_4,vc,DE,Interest,1948,5,3,MALE,25to34,-18,41.66666666666666,7
project_1,vc,ES,FemaleLedDramaMovies,11156,9,8,MALE,45to54,-153,36.0,1
project_1,vc,DE,FemaleLedDramaMovies,9993,3,3,MALE,18to24,-111,23.07692307692308,1
project_2,vc,SE,Mixed_Segment_F,1940,2,5,MALE,O55,-14,25.0,5
project_6,vc,FR,SpiesSecretOperations,3715,31,20,MALE,18to24,-17,47.69230769230769,7
project_4,vc,DE,GermanCrimeDrama,1614,11,6,FEMALE,O55,-18,44.0,7
project_12,wi,FR,ToughGuys,4196,0,0,MALE,25to34,25,0.0,4
project_14,wi,DE,Comedy,3083,3,20,MALE,35to44,81,6.8181818181818175,0
project_6,wi,ES,CastCrew,4567,46,14,FEMALE,35to44,83,52.87356321839081,2
project_11,wi,FR,ParentsKids,4563,0,0,MALE,18to24,28,0.0,4
project_4,vc,DE,GermanPostWarHistory,4454,14,36,MALE,45to54,-18,21.21212121212121,5
project_3,wi,FR,ComicBookTV,3367,0,0,FEMALE,25to34,17,0.0,4
project_3,wi,DE,Dystopian,2173,2,7,MALE,18to24,17,9.523809523809524,4
project_14,wi,DE,Mixed_Segment_F,3067,0,0,MALE,O55,81,0.0,0
project_2,wi,ES,Comedy,7484,49,8,MALE,35to44,14,83.0508474576271,2
project_2,vc,IE,Demo,4338,0,0,MALE,45to54,-14,0.0,5
project_6,vc,FR,Action,3479,6,44,MALE,18to24,-17,6.896551724137932,5
project_8,vc,GB,Mixed_Segment_E,2161,0,0,MALE,35to44,-7,0.0,5
project_1,vc,GB,WomensFavouriteTV,2169,0,1,MALE,45to54,-98,0.0,1
project_2,vc,ES,SBC,6268,0,0,FEMALE,O55,-18,0.0,5
project_14,wi,DE,Mixed_Segment_D,10792,0,0,FEMALE,35to44,81,0.0,0
project_2,vc,PT,Mixed_Segment_C,7790,2,4,FEMALE,35to44,-15,33.333333333333336,5
project_1,vc,AT,Cast,11248,2,3,MALE,18to24,-111,33.333333333333336,1
project_4,vc,DE,Crime,3847,9,8,FEMALE,25to34,-18,30.0,5
project_7,vc,FR,RealityTVHits,61518,21,110,MALE,35to44,-37,12.962962962962965,3
project_1,vc,DE,BestOfMystery,7513,6,23,MALE,18to24,-111,13.636363636363635,1
project_5,vc,FR,FemaleCenteredInterests,15218,23,45,FEMALE,45to54,-14,27.710843373493976,6
project_1,vc,DE,PrimeVideoFans,16767,0,6,MALE,45to54,-111,0.0,1
project_3,wi,DE,VisuallyArresting,2536,1,7,MALE,25to34,17,2.8571428571428568,4
project_2,wi,ES,SBC,7101,27,18,FEMALE,45to54,14,58.69565217391305,7
project_3,wi,IT,ComicBookTV,2202,0,0,FEMALE,25to34,17,0.0,4
project_6,wi,FR,CastCrew,4707,52,14,MALE,25to34,84,52.52525252525253,2
project_1,vc,ES,BestOfMystery,12775,3,5,MALE,45to54,-153,25.0,1
project_5,vc,FR,ComedyDramedy,7729,13,29,MALE,35to44,-14,21.311475409836067,5
project_5,vc,FR,FemaleCenteredInterests,12529,11,76,MALE,45to54,-14,11.0,6
project_1,vc,DE,DarkFemaleLedTV,12990,13,17,MALE,25to34,-111,20.0,1
project_2,vc,SE,Demo,1708,24,5,MALE,18to24,-14,72.72727272727273,7
project_2,vc,DK,Demo,2634,0,0,FEMALE,18to24,-14,0.0,5
project_6,vc,FR,Drama,3450,14,15,FEMALE,35to44,-17,28.0,5
project_6,wi,GB,VengeanceSelfJustice,17900,41,81,MALE,18to24,84,16.532258064516128,6
project_1,vc,AT,Cast,11042,6,0,FEMALE,18to24,-111,27.272727272727273,1
project_1,wi,GB,PopularDramaThrillerTV,2868,0,8,MALE,25to34,-53,0.0,5
project_3,wi,NL,Dystopian,5852,3,74,FEMALE,O55,42,3.2258064516129035,4
project_6,wi,GB,PRIMEOriginalSeries,13860,18,20,MALE,25to34,84,35.29411764705883,0
project_3,wi,DE,VisuallyArresting,2005,4,7,FEMALE,25to34,17,12.5,4
project_12,wi,FR,FootballEntertainment,3965,0,0,FEMALE,45to54,25,0.0,4
project_7,wi,FR,FrenchInfluencers,19328,1,2,MALE,45to54,21,33.333333333333336,4
project_7,wi,FR,FrenchInfluencers,28926,11,86,MALE,35to44,21,9.90990990990991,6
project_7,wi,FR,RealityTVHits,13199,11,11,FEMALE,25to34,21,29.72972972972973,4
project_6,vc,DE,CastCrew,1965,7,7,MALE,18to24,-17,26.923076923076927,5
project_1,vc,ES,PopularDrama,11408,6,1,MALE,45to54,-153,40.0,1
project_2,vc,ES,OffensiveComedy,10755,0,0,FEMALE,O55,-18,0.0,5
project_1,vc,AT,Cast,9895,16,3,FEMALE,35to44,-111,40.0,1
project_2,wi,AT,Comedy,3197,12,2,FEMALE,18to24,13,60.0,7
project_4,wi,DE,GermanPostWarHistory,1498,6,2,FEMALE,35to44,72,46.153846153846146,0
project_6,vc,DE,BrutalWitty,2317,5,4,MALE,35to44,-17,25.0,5
project_6,vc,ES,Control,6049,27,54,FEMALE,25to34,-17,24.107142857142854,5
project_2,wi,AT,Comedy,5300,5,5,FEMALE,45to54,13,45.45454545454545,7
project_1,vc,DE,PrimeVideoFans,25047,15,10,FEMALE,35to44,-111,29.411764705882355,1
project_3,wi,GB,VisuallyArresting,5758,6,13,MALE,O55,42,15.789473684210524,4
project_11,wi,FR,PrimeVideoFans,5867,0,0,FEMALE,18to24,28,0.0,4
project_7,wi,FR,NormanThavaudFans,992,6,5,MALE,45to54,21,40.0,7
project_10,wi,DE,YoungAdultsDrama,2431,1,20,MALE,18to24,119,4.0,0
project_4,wi,DE,Interest,3934,14,18,FEMALE,45to54,72,25.92592592592593,0
project_6,wi,GB,Action,3142,6,19,MALE,25to34,84,12.244897959183671,0
project_2,vc,PT,Demo,2225,4,5,FEMALE,45to54,-15,44.444444444444436,7
project_1,vc,GB,MysteryThriller,6639,3,12,MALE,25to34,-98,10.0,1
project_7,wi,FR,GuestStars,29005,3,9,MALE,35to44,21,18.75,4
project_6,vc,DE,VengeanceSelfJustice,2440,9,28,MALE,35to44,-17,18.0,5
project_4,wi,DE,GermanPostWarHistory,1073,4,3,FEMALE,45to54,72,33.333333333333336,0
project_12,wi,FR,PrimeVideoFans,3614,0,0,FEMALE,O55,25,0.0,4
project_2,vc,SE,Mixed_Segment_F,2207,1,12,FEMALE,O55,-14,6.666666666666668,5
project_1,vc,GB,PopularDramaThrillerTV,4717,12,10,FEMALE,25to34,-98,17.391304347826086,1
project_5,wi,FR,InARelationship,6370,15,12,FEMALE,45to54,5,34.09090909090909,7
project_13,wi,FR,DocumentaryGenre,4431,0,0,MALE,35to44,4,0.0,4
project_12,wi,FR,RealityTVfans,3052,0,0,FEMALE,O55,25,0.0,4
project_6,wi,ES,CastCrew,4968,24,20,FEMALE,25to34,83,32.0,0
project_5,wi,FR,EmpowermentFeminismBodyPositivity,5009,18,8,FEMALE,25to34,5,45.0,7
project_1,wi,GB,PopularDramaThrillerTV,2057,6,0,FEMALE,O55,-53,50.0,7
project_4,vc,DE,Core,1389,8,9,FEMALE,45to54,-18,25.806451612903228,5
project_3,wi,FR,VisuallyArresting,4188,0,0,MALE,35to44,17,0.0,4
project_11,wi,FR,ComedyHistoricalLiterature,3672,0,0,MALE,25to34,28,0.0,4
project_14,wi,AT,Mixed_Segment_B,14901,0,0,MALE,35to44,81,0.0,0
project_7,vc,FR,McflyCarlito,110649,5,30,MALE,25to34,-37,7.246376811594202,3
project_6,wi,GB,PRIMEOriginalSeries,14181,7,10,FEMALE,18to24,84,8.974358974358974,0
project_6,vc,FR,Control,3835,11,85,FEMALE,18to24,-17,7.236842105263157,6
project_4,vc,DE,PrimeVideoFans,2276,13,27,MALE,25to34,-18,15.662650602409636,5
project_2,vc,SE,Broad,2163,3,0,FEMALE,O55,-14,100.0,7
project_1,vc,ES,FemaleLedDramaMovies,11369,13,1,FEMALE,35to44,-153,43.33333333333334,1
project_5,wi,FR,InARelationship,6104,8,41,MALE,45to54,5,14.035087719298243,4
project_6,wi,DE,CastCrew,1593,5,1,FEMALE,25to34,84,25.0,0
project_1,wi,NL,WomensFavouriteTV,3310,0,4,MALE,O55,-53,0.0,5
project_5,wi,FR,Moviegoers,7022,4,44,MALE,45to54,5,7.407407407407407,4
project_2,wi,ES,Comedy,9496,23,20,FEMALE,35to44,14,47.91666666666666,7
project_9,wi,DE,SportEntertainment,3733,22,54,MALE,45to54,3,27.160493827160487,6
project_3,wi,IT,VisuallyArresting,2388,0,0,MALE,45to54,17,0.0,4
project_11,wi,FR,FrenchComedy,18870,0,0,MALE,25to34,28,0.0,4
project_10,wi,DE,Berlin,997,2,9,FEMALE,18to24,119,15.384615384615385,0
project_4,wi,DE,SophisticatedCrimeTV,1148,5,1,FEMALE,35to44,72,29.411764705882355,0
project_7,wi,FR,NatooFans,851,7,7,MALE,45to54,21,50.0,7
project_14,wi,AT,GermanComedyStandUp,7376,1,6,MALE,O55,81,8.333333333333334,0
project_9,vc,DE,SportEntertainment,9821,15,103,FEMALE,25to34,-18,11.71875,6
project_6,wi,FR,Drama,5300,7,46,MALE,18to24,84,7.291666666666668,0
project_8,vc,GB,ViewedFlockSpots,1117,0,0,FEMALE,18to24,-7,0.0,5
project_10,wi,DE,YoungAdultsDrama,1946,4,17,FEMALE,35to44,119,13.333333333333336,0
project_2,vc,DK,Broad,1679,0,0,FEMALE,35to44,-14,0.0,5
project_4,vc,DE,GermanPostWarHistory,4251,11,11,FEMALE,25to34,-18,24.444444444444446,5
project_1,vc,ES,Cast,4925,5,4,MALE,45to54,-153,41.66666666666666,1
project_2,vc,DK,Broad,2395,0,0,FEMALE,18to24,-14,0.0,5
project_14,wi,AT,Mixed_Segment_D,14098,0,0,MALE,35to44,81,0.0,0
project_1,wi,GB,WomensFavouriteTV,4504,2,1,FEMALE,25to34,-53,28.57142857142857,5
project_3,wi,DE,SciFi,2179,6,10,MALE,45to54,17,13.043478260869565,4
project_6,vc,DE,Control,2105,4,40,FEMALE,18to24,-17,6.0606060606060606,5
project_6,wi,GB,PRIMEOriginalSeries,3170,14,18,MALE,45to54,84,38.888888888888886,0
project_6,vc,GB,CastCrew,2312,22,17,FEMALE,18to24,-17,44.0,7
project_12,wi,FR,FootballEntertainment,3201,0,0,MALE,25to34,25,0.0,4
project_3,wi,DE,Dystopian,1351,3,7,MALE,O55,17,14.285714285714285,4
project_6,vc,DE,PRIMEOriginalSeries,1744,4,14,FEMALE,25to34,-17,11.764705882352944,5
project_14,wi,DE,StandUp,2346,3,10,FEMALE,25to34,81,9.090909090909092,0
project_3,wi,DE,Dystopian,1665,0,0,FEMALE,45to54,17,0.0,4
project_2,vc,IE,Mixed_Segment_F,5531,0,0,FEMALE,O55,-14,0.0,5
project_6,vc,ES,CastCrew,4420,16,11,FEMALE,18to24,-17,34.04255319148936,7
project_2,vc,PT,Mixed_Segment_D,8517,4,5,FEMALE,35to44,-15,44.444444444444436,7
project_2,vc,DK,Broad,2265,0,0,MALE,25to34,-14,0.0,5
project_8,vc,GB,KerrysBespokeList,1838,0,0,MALE,45to54,-7,0.0,5
project_5,vc,FR,FrenchComedians,13573,47,15,FEMALE,35to44,-14,45.19230769230769,2
project_6,vc,GB,CastCrew,3331,36,45,MALE,25to34,-17,30.76923076923077,2
project_6,vc,DE,CastCrew,2029,20,16,FEMALE,45to54,-17,26.66666666666667,5
project_11,wi,FR,Parents,6514,0,0,FEMALE,25to34,28,0.0,4
project_6,wi,FR,Action,5182,9,47,MALE,18to24,84,7.894736842105262,0
project_1,vc,AT,PopularDrama,22969,8,18,MALE,45to54,-111,17.391304347826086,1
project_4,vc,DE,Crime,3407,1,11,FEMALE,45to54,-18,6.25,5
project_1,vc,AT,Books,18552,3,6,FEMALE,18to24,-111,12.0,1
project_6,wi,GB,Control,4567,9,27,MALE,35to44,84,19.565217391304348,0
project_1,vc,DE,DarkFemaleLedTV,12267,36,11,FEMALE,35to44,-111,27.06766917293233,1
project_6,wi,GB,VengeanceSelfJustice,10853,6,24,FEMALE,18to24,84,9.375,0
project_6,vc,FR,VengeanceSelfJustice,2695,15,10,FEMALE,18to24,-17,31.25,7
project_1,vc,DE,Motherhood,5427,1,7,MALE,35to44,-111,4.545454545454546,1
project_1,vc,DE,Feminism,9228,10,2,FEMALE,35to44,-111,24.39024390243902,1
project_14,wi,AT,GermanyComedy,1650,4,1,MALE,18to24,81,44.444444444444436,0
project_8,vc,GB,Control,1047,0,0,MALE,35to44,-7,0.0,5
project_11,wi,FR,PrimeVideoFans,5552,0,0,FEMALE,35to44,28,0.0,4
project_6,wi,GB,Action,3654,7,33,FEMALE,18to24,84,7.954545454545454,0
project_7,wi,FR,NormanThavaudFans,21503,34,4,FEMALE,18to24,21,55.73770491803279,7
project_2,wi,AT,SBC,5904,13,7,FEMALE,35to44,13,65.0,7
project_1,wi,GB,FemaleLedDrama,3498,1,2,FEMALE,25to34,-53,14.285714285714285,5
project_5,wi,FR,ComedyDramedy,12843,59,34,FEMALE,18to24,5,31.72043010752688,2
project_2,vc,FI,Demo,1639,7,2,MALE,45to54,-14,77.77777777777777,7
project_12,wi,FR,MotivationMovies,4513,0,0,MALE,25to34,25,0.0,4
project_7,vc,FR,FrenchInfluencers,88643,21,159,MALE,25to34,-37,9.633027522935778,3
project_3,wi,NL,Dystopian,7702,0,63,FEMALE,35to44,42,0.0,4
project_1,vc,GB,WomensFavouriteTV,3718,5,0,FEMALE,45to54,-98,20.0,1
project_1,vc,ES,WomensFavouriteTV,10122,1,1,MALE,O55,-153,16.666666666666668,1
project_1,vc,DE,Cast,10310,3,14,MALE,25to34,-111,11.538461538461537,1
project_8,wi,GB,TheCornettoTrilogy,284,13,0,FEMALE,45to54,92,100.0,7
project_1,vc,DE,Feminism,2728,4,15,MALE,45to54,-111,13.333333333333336,1
project_6,vc,FR,Action,3571,24,21,MALE,35to44,-17,39.34426229508197,7
project_14,wi,AT,StandUp,9011,0,0,FEMALE,O55,81,0.0,0
project_1,vc,DE,Motherhood,10737,2,9,MALE,25to34,-111,8.0,1
project_2,vc,FI,Broad,2223,0,0,FEMALE,25to34,-14,0.0,5
project_3,wi,FR,DarkTV,4091,0,0,FEMALE,35to44,17,0.0,4
project_5,vc,FR,InARelationship,15040,43,35,FEMALE,25to34,-14,32.089552238805965,2
project_5,vc,FR,FrenchComedians,16351,14,97,MALE,35to44,-14,10.852713178294573,6
project_2,vc,ES,Comedy,9035,0,0,MALE,18to24,-18,0.0,5
project_2,vc,PT,Mixed_Segment_C,16582,4,2,FEMALE,25to34,-15,44.444444444444436,7
project_11,wi,FR,Parents,3985,0,0,MALE,18to24,28,0.0,4
project_2,wi,AT,USCulture,1060,7,0,MALE,45to54,13,87.5,7
project_3,wi,GB,DarkTV,9626,9,17,MALE,35to44,42,16.363636363636363,4
project_5,wi,FR,Singles,6253,34,37,FEMALE,18to24,5,25.563909774436087,2
project_1,vc,ES,DarkFemaleLedTV,10864,45,0,FEMALE,O55,-153,61.64383561643836,1
project_2,vc,ES,SBC,3420,0,0,MALE,35to44,-18,0.0,5
project_1,vc,AT,Feminism,20576,11,0,FEMALE,35to44,-111,33.333333333333336,1
project_3,wi,FR,ComicBookTV,3678,0,0,MALE,45to54,17,0.0,4
project_6,wi,ES,PRIMEOriginalSeries,21440,3,1,FEMALE,25to34,83,27.272727272727273,0
project_3,wi,IT,PrimeVideoFans,2473,0,0,MALE,35to44,17,0.0,4
project_12,wi,FR,FootballEntertainment,4081,0,0,MALE,45to54,25,0.0,4
project_4,wi,DE,Crime,8092,13,37,FEMALE,O55,72,11.607142857142858,0
project_13,wi,FR,MusicalsOnScreen,4712,0,0,MALE,18to24,4,0.0,4
project_4,vc,DE,Spies,3375,5,2,FEMALE,18to24,-18,26.315789473684212,5
project_5,wi,FR,FrenchCinemaTVSeries,14602,37,25,FEMALE,18to24,5,31.896551724137932,2
project_9,vc,DE,Football,12032,50,112,MALE,35to44,-18,24.271844660194176,6
project_3,wi,FR,DarkTV,3657,0,0,MALE,45to54,17,0.0,4
project_4,vc,DE,Thriller,4331,20,36,MALE,25to34,-18,28.169014084507047,5
project_5,wi,FR,Teens,5838,32,38,FEMALE,45to54,5,23.02158273381295,2
project_6,wi,DE,SpiesSecretOperations,2276,8,3,MALE,25to34,84,38.095238095238095,0
project_6,vc,FR,PRIMEOriginalSeries,2737,17,17,FEMALE,18to24,-17,32.075471698113205,7
project_8,wi,GB,TheCornettoTrilogy,1,0,0,FEMALE,O55,92,0.0,0
project_6,wi,GB,Drama,2079,3,1,FEMALE,45to54,84,27.272727272727273,0
project_3,wi,GB,DarkTV,10045,7,36,MALE,25to34,42,7.526881720430107,4
project_8,wi,GB,SimonPeggWright,2603,37,0,FEMALE,18to24,92,90.24390243902441,7
project_6,vc,DE,Action,1634,2,5,FEMALE,35to44,-17,10.526315789473683,5
project_14,wi,AT,Control,5027,0,0,FEMALE,O55,81,0.0,0
project_3,wi,NL,DarkTV,8814,9,51,FEMALE,35to44,42,10.843373493975903,4
project_6,vc,GB,PRIMEOriginalSeries,2214,10,3,FEMALE,25to34,-17,45.45454545454545,7
project_6,vc,FR,Drama,2763,12,10,MALE,35to44,-17,46.153846153846146,7
project_1,wi,GB,DarkFemaleLedTV,3805,1,6,MALE,35to44,-53,8.333333333333334,5
project_4,vc,DE,Spies,3101,3,6,FEMALE,35to44,-18,12.0,5
project_2,vc,IE,Demo,4929,0,0,MALE,35to44,-14,0.0,5
project_2,vc,SE,Mixed_Segment_A,4833,4,0,MALE,25to34,-14,80.0,7
project_4,vc,DE,Extended,2340,6,10,MALE,25to34,-18,17.142857142857142,5
project_4,wi,DE,Crime,9997,39,43,MALE,18to24,72,30.232558139534888,2
project_4,wi,DE,Interest,4211,7,17,FEMALE,35to44,72,12.280701754385964,0
project_4,vc,DE,Thriller,2395,4,20,FEMALE,O55,-18,8.888888888888891,5
project_3,wi,IT,DarkTV,5171,0,0,FEMALE,25to34,17,0.0,4
project_1,wi,NL,FemaleLedDrama,4595,6,5,FEMALE,35to44,-53,28.57142857142857,5
