PROJECT_ID,TYPE,CAMPAIGN_COUNTRY,CLUSTER,DEMOGRAPHY,SURVEY_DATE,RELEASE_DATE,IMPRESSIONS,YES_ANSWERS,NO_ANSWERS,NA_ANSWERS
project_1,vc,GB,FemaleLedDrama,MALE_U25,2020-06-24,2020-03-18,6471,6,42,15
project_6,wi,FR,CastCrew,MALE_35to44,2019-11-29,2020-02-21,4660,47,17,21
project_3,wi,IT,PrimeVideoFans,FEMALE_O55,2020-09-08,2020-09-25,1849,0,0,0
project_5,vc,FR,Families,FEMALE_35to44,2020-04-29,2020-04-15,15742,47,13,44
project_5,vc,FR,Teens,MALE_25to34,2020-04-29,2020-04-15,17245,26,132,70
project_3,wi,GB,DarkTV,FEMALE_U25,2020-08-14,2020-09-25,9697,7,44,151
project_1,vc,GB,FemaleLedDrama,FEMALE_25to34,2020-06-24,2020-03-18,5883,18,8,32
project_5,vc,FR,PrimeVideoFans,FEMALE_U25,2020-04-29,2020-04-15,3694,17,6,36
project_7,vc,FR,FrenchInfluencers,MALE_35to44,2020-07-12,2020-06-05,65318,12,84,37
project_3,wi,DE,SciFi,MALE_35to44,2020-09-08,2020-09-25,2284,3,3,24
project_5,vc,FR,Moviegoers,MALE_U25,2020-04-29,2020-04-15,18022,19,196,36
project_5,vc,FR,FemaleCenteredInterests,MALE_35to44,2020-04-29,2020-04-15,16299,20,92,31
project_2,vc,SE,Core,FEMALE_25to34,2020-11-06,2020-10-23,4119,12,8,4
project_13,wi,FR,MusicalsOnScreen,MALE_25to34,2020-09-21,2020-09-25,2378,0,0,0
project_1,vc,DE,Books,FEMALE_25to34,2020-07-07,2020-03-18,8370,7,7,42
project_7,wi,FR,RealityTVHits,FEMALE_35to44,2020-05-15,2020-06-05,12516,11,10,16
project_14,wi,AT,Control,MALE_O55,2020-09-14,2020-12-04,5533,0,0,0
project_6,wi,FR,CastCrew,MALE_U25,2019-11-29,2020-02-21,15820,53,33,48
project_5,wi,FR,Teens,MALE_25to34,2020-04-10,2020-04-15,7855,17,62,59
project_1,vc,DE,PopularDrama,MALE_O55,2020-07-07,2020-03-18,4637,1,1,0
project_14,wi,AT,Mixed_Segment_E,MALE_35to44,2020-09-14,2020-12-04,11400,0,0,0
project_3,wi,DE,DarkTV,MALE_U25,2020-09-08,2020-09-25,2829,5,12,20
project_13,wi,FR,FrenchCinema,FEMALE_18to24,2020-09-21,2020-09-25,3094,0,0,0
project_7,wi,FR,NatooFans,MALE_35to44,2020-05-15,2020-06-05,27405,8,3,4
project_6,wi,DE,Action,FEMALE_O45,2019-11-29,2020-02-21,1087,2,4,6
project_7,vc,FR,FrenchComedy,MALE_18to24,2020-07-12,2020-06-05,93458,93,340,57
project_11,wi,FR,French,FEMALE_25to34,2020-08-21,2020-09-18,6464,0,0,0
project_9,wi,DE,Football,FEMALE_O55,2020-06-02,2020-06-05,1946,5,80,2
project_6,vc,FR,Drama,FEMALE_25to34,2020-03-09,2020-02-21,3291,13,30,24
project_2,wi,AT,OffensiveComedy,MALE_O55,2020-10-10,2020-10-23,2736,2,4,4
project_5,vc,FR,FrenchCinemaTVSeries,MALE_U25,2020-04-29,2020-04-15,8579,8,105,16
project_6,wi,GB,Action,FEMALE_35to44,2019-11-29,2020-02-21,1900,2,3,6
project_2,vc,IE,Demo,MALE_25to34,2020-11-06,2020-10-23,3748,0,0,0
project_14,wi,AT,Mixed_Segment_A,FEMALE_25to34,2020-09-14,2020-12-04,10933,0,0,0
project_14,wi,DE,GermanComedyStandUp,FEMALE_45to54,2020-09-14,2020-12-04,2178,5,23,23
project_2,vc,IE,Demo,MALE_U25,2020-11-06,2020-10-23,2882,0,0,0
project_6,wi,DE,CastCrew,MALE_O45,2019-11-29,2020-02-21,2112,27,11,10
project_1,vc,DE,Cast,FEMALE_45to54,2020-07-07,2020-03-18,3637,0,1,4
project_4,wi,DE,Crime,FEMALE_25to34,2020-07-15,2020-09-25,7982,25,24,70
project_12,wi,FR,Documentary,MALE_35to44,2020-08-21,2020-09-15,4394,0,0,0
project_7,wi,FR,GuestStars,MALE_45to54,2020-05-15,2020-06-05,11769,0,1,0
project_6,wi,GB,Action,MALE_O45,2019-11-29,2020-02-21,2267,4,1,4
project_6,vc,DE,Control,FEMALE_O45,2020-03-09,2020-02-21,2628,11,56,34
project_6,vc,FR,VengeanceSelfJustice,MALE_O45,2020-03-09,2020-02-21,3345,9,19,16
project_12,wi,FR,MotivationMovies,MALE_35to44,2020-08-21,2020-09-15,2470,0,0,0
project_12,wi,FR,ToughGuys,MALE_35to44,2020-08-21,2020-09-15,3362,0,0,0
project_10,wi,DE,DrugsonScreen,FEMALE_45to54,2020-10-23,2021-02-19,2206,4,22,2
project_6,wi,ES,VengeanceSelfJustice,FEMALE_25to34,2019-11-30,2020-02-21,4876,3,12,4
project_6,wi,GB,CastCrew,MALE_35to44,2019-11-29,2020-02-21,3625,32,5,17
project_8,vc,GB,BestOfComedy,FEMALE_U25,2020-11-06,2020-10-30,2236,0,0,0
project_6,wi,FR,Action,FEMALE_U25,2019-11-29,2020-02-21,3825,5,30,58
project_14,wi,DE,StandUp,MALE_25to34,2020-09-14,2020-12-04,3432,12,17,26
project_6,vc,GB,BrutalWitty,MALE_U25,2020-03-09,2020-02-21,3624,23,75,44
project_1,vc,ES,WomensFavouriteTV,MALE_35to44,2020-08-18,2020-03-18,14044,5,11,11
project_14,wi,DE,Comedy,FEMALE_O55,2020-09-14,2020-12-04,2074,1,31,22
project_4,vc,DE,Interest,MALE_25to34,2020-10-13,2020-09-25,1948,5,3,4
project_1,vc,ES,FemaleLedDramaMovies,MALE_45to54,2020-08-18,2020-03-18,11156,9,8,8
project_1,vc,DE,FemaleLedDramaMovies,MALE_U25,2020-07-07,2020-03-18,9993,3,3,7
project_2,vc,SE,Mixed_Segment_F,MALE_O55,2020-11-06,2020-10-23,1940,2,5,1
project_6,vc,FR,SpiesSecretOperations,MALE_U25,2020-03-09,2020-02-21,3715,31,20,14
project_4,vc,DE,GermanCrimeDrama,FEMALE_O55,2020-10-13,2020-09-25,1614,11,6,8
project_12,wi,FR,ToughGuys,MALE_25to34,2020-08-21,2020-09-15,4196,0,0,0
project_14,wi,DE,Comedy,MALE_35to44,2020-09-14,2020-12-04,3083,3,20,21
project_6,wi,ES,CastCrew,FEMALE_35to44,2019-11-30,2020-02-21,4567,46,14,27
project_11,wi,FR,ParentsKids,MALE_18to24,2020-08-21,2020-09-18,4563,0,0,0
project_4,vc,DE,GermanPostWarHistory,MALE_45to54,2020-10-13,2020-09-25,4454,14,36,16
project_3,wi,FR,ComicBookTV,FEMALE_25to34,2020-09-08,2020-09-25,3367,0,0,0
project_3,wi,DE,Dystopian,MALE_U25,2020-09-08,2020-09-25,2173,2,7,12
project_14,wi,DE,Mixed_Segment_F,MALE_O55,2020-09-14,2020-12-04,3067,0,0,0
project_2,wi,ES,Comedy,MALE_35to44,2020-10-09,2020-10-23,7484,49,8,2
project_2,vc,IE,Demo,MALE_45to54,2020-11-06,2020-10-23,4338,0,0,0
project_6,vc,FR,Action,MALE_U25,2020-03-09,2020-02-21,3479,6,44,37
project_8,vc,GB,Mixed_Segment_E,MALE_35to44,2020-11-06,2020-10-30,2161,0,0,0
project_1,vc,GB,WomensFavouriteTV,MALE_45to54,2020-06-24,2020-03-18,2169,0,1,0
project_2,vc,ES,SBC,FEMALE_O55,2020-11-10,2020-10-23,6268,0,0,0
project_14,wi,DE,Mixed_Segment_D,FEMALE_35to44,2020-09-14,2020-12-04,10792,0,0,0
project_2,vc,PT,Mixed_Segment_C,FEMALE_35to44,2020-11-07,2020-10-23,7790,2,4,0
project_1,vc,AT,Cast,MALE_18to24,2020-07-07,2020-03-18,11248,2,3,1
project_4,vc,DE,Crime,FEMALE_25to34,2020-10-13,2020-09-25,3847,9,8,13
project_7,vc,FR,RealityTVHits,MALE_35to44,2020-07-12,2020-06-05,61518,21,110,31
project_1,vc,DE,BestOfMystery,MALE_18to24,2020-07-07,2020-03-18,7513,6,23,15
project_5,vc,FR,FemaleCenteredInterests,FEMALE_O45,2020-04-29,2020-04-15,15218,23,45,15
project_1,vc,DE,PrimeVideoFans,MALE_45to54,2020-07-07,2020-03-18,16767,0,6,4
project_3,wi,DE,VisuallyArresting,MALE_25to34,2020-09-08,2020-09-25,2536,1,7,27
project_2,wi,ES,SBC,FEMALE_45to54,2020-10-09,2020-10-23,7101,27,18,1
project_3,wi,IT,ComicBookTV,FEMALE_25to34,2020-09-08,2020-09-25,2202,0,0,0
project_6,wi,FR,CastCrew,MALE_25to34,2019-11-29,2020-02-21,4707,52,14,33
project_1,vc,ES,BestOfMystery,MALE_45to54,2020-08-18,2020-03-18,12775,3,5,4
project_5,vc,FR,ComedyDramedy,MALE_35to44,2020-04-29,2020-04-15,7729,13,29,19
project_5,vc,FR,FemaleCenteredInterests,MALE_O45,2020-04-29,2020-04-15,12529,11,76,13
project_1,vc,DE,DarkFemaleLedTV,MALE_25to34,2020-07-07,2020-03-18,12990,13,17,35
project_2,vc,SE,Demo,MALE_U25,2020-11-06,2020-10-23,1708,24,5,4
project_2,vc,DK,Demo,FEMALE_U25,2020-11-06,2020-10-23,2634,0,0,0
project_6,vc,FR,Drama,FEMALE_35to44,2020-03-09,2020-02-21,3450,14,15,21
project_6,wi,GB,VengeanceSelfJustice,MALE_U25,2019-11-29,2020-02-21,17900,41,81,126
project_1,vc,AT,Cast,FEMALE_18to24,2020-07-07,2020-03-18,11042,6,0,16
project_1,wi,GB,PopularDramaThrillerTV,MALE_25to34,2020-05-10,2020-03-18,2868,0,8,8
project_3,wi,NL,Dystopian,FEMALE_O55,2020-08-14,2020-09-25,5852,3,74,16
project_6,wi,GB,PRIMEOriginalSeries,MALE_O25,2019-11-29,2020-02-21,13860,18,20,13
project_3,wi,DE,VisuallyArresting,FEMALE_25to34,2020-09-08,2020-09-25,2005,4,7,21
project_12,wi,FR,FootballEntertainment,FEMALE_45to54,2020-08-21,2020-09-15,3965,0,0,0
project_7,wi,FR,FrenchInfluencers,MALE_45to54,2020-05-15,2020-06-05,19328,1,2,0
project_7,wi,FR,FrenchInfluencers,MALE_35to44,2020-05-15,2020-06-05,28926,11,86,14
project_7,wi,FR,RealityTVHits,FEMALE_25to34,2020-05-15,2020-06-05,13199,11,11,15
project_6,vc,DE,CastCrew,MALE_U25,2020-03-09,2020-02-21,1965,7,7,12
project_1,vc,ES,PopularDrama,MALE_45to54,2020-08-18,2020-03-18,11408,6,1,8
project_2,vc,ES,OffensiveComedy,FEMALE_O55,2020-11-10,2020-10-23,10755,0,0,0
project_1,vc,AT,Cast,FEMALE_35to44,2020-07-07,2020-03-18,9895,16,3,21
project_2,wi,AT,Comedy,FEMALE_U25,2020-10-10,2020-10-23,3197,12,2,6
project_4,wi,DE,GermanPostWarHistory,FEMALE_35to44,2020-07-15,2020-09-25,1498,6,2,5
project_6,vc,DE,BrutalWitty,MALE_35to44,2020-03-09,2020-02-21,2317,5,4,11
project_6,vc,ES,Control,FEMALE_25to34,2020-03-09,2020-02-21,6049,27,54,31
project_2,wi,AT,Comedy,FEMALE_45to54,2020-10-10,2020-10-23,5300,5,5,1
project_1,vc,DE,PrimeVideoFans,FEMALE_35to44,2020-07-07,2020-03-18,25047,15,10,26
project_3,wi,GB,VisuallyArresting,MALE_O55,2020-08-14,2020-09-25,5758,6,13,19
project_11,wi,FR,PrimeVideoFans,FEMALE_18to24,2020-08-21,2020-09-18,5867,0,0,0
project_7,wi,FR,NormanThavaudFans,MALE_O45,2020-05-15,2020-06-05,992,6,5,4
project_10,wi,DE,YoungAdultsDrama,MALE_18to24,2020-10-23,2021-02-19,2431,1,20,4
project_4,wi,DE,Interest,FEMALE_45to54,2020-07-15,2020-09-25,3934,14,18,22
project_6,wi,GB,Action,MALE_25to34,2019-11-29,2020-02-21,3142,6,19,24
project_2,vc,PT,Demo,FEMALE_45to54,2020-11-07,2020-10-23,2225,4,5,0
project_1,vc,GB,MysteryThriller,MALE_25to34,2020-06-24,2020-03-18,6639,3,12,15
project_7,wi,FR,GuestStars,MALE_35to44,2020-05-15,2020-06-05,29005,3,9,4
project_6,vc,DE,VengeanceSelfJustice,MALE_35to44,2020-03-09,2020-02-21,2440,9,28,13
project_4,wi,DE,GermanPostWarHistory,FEMALE_45to54,2020-07-15,2020-09-25,1073,4,3,5
project_12,wi,FR,PrimeVideoFans,FEMALE_O55,2020-08-21,2020-09-15,3614,0,0,0
project_2,vc,SE,Mixed_Segment_F,FEMALE_O55,2020-11-06,2020-10-23,2207,1,12,2
project_1,vc,GB,PopularDramaThrillerTV,FEMALE_25to34,2020-06-24,2020-03-18,4717,12,10,47
project_5,wi,FR,InARelationship,FEMALE_O45,2020-04-10,2020-04-15,6370,15,12,17
project_13,wi,FR,DocumentaryGenre,MALE_35to44,2020-09-21,2020-09-25,4431,0,0,0
project_12,wi,FR,RealityTVfans,FEMALE_O55,2020-08-21,2020-09-15,3052,0,0,0
project_6,wi,ES,CastCrew,FEMALE_25to34,2019-11-30,2020-02-21,4968,24,20,31
project_5,wi,FR,EmpowermentFeminismBodyPositivity,FEMALE_25to34,2020-04-10,2020-04-15,5009,18,8,14
project_1,wi,GB,PopularDramaThrillerTV,FEMALE_O55,2020-05-10,2020-03-18,2057,6,0,6
project_4,vc,DE,Core,FEMALE_45to54,2020-10-13,2020-09-25,1389,8,9,14
project_3,wi,FR,VisuallyArresting,MALE_35to44,2020-09-08,2020-09-25,4188,0,0,0
project_11,wi,FR,ComedyHistoricalLiterature,MALE_25to34,2020-08-21,2020-09-18,3672,0,0,0
project_14,wi,AT,Mixed_Segment_B,MALE_35to44,2020-09-14,2020-12-04,14901,0,0,0
project_7,vc,FR,McflyCarlito,MALE_25to34,2020-07-12,2020-06-05,110649,5,30,34
project_6,wi,GB,PRIMEOriginalSeries,FEMALE_U25,2019-11-29,2020-02-21,14181,7,10,61
project_6,vc,FR,Control,FEMALE_U25,2020-03-09,2020-02-21,3835,11,85,56
project_4,vc,DE,PrimeVideoFans,MALE_25to34,2020-10-13,2020-09-25,2276,13,27,43
project_2,vc,SE,Broad,FEMALE_O55,2020-11-06,2020-10-23,2163,3,0,0
project_1,vc,ES,FemaleLedDramaMovies,FEMALE_35to44,2020-08-18,2020-03-18,11369,13,1,16
project_5,wi,FR,InARelationship,MALE_O45,2020-04-10,2020-04-15,6104,8,41,8
project_6,wi,DE,CastCrew,FEMALE_25to34,2019-11-29,2020-02-21,1593,5,1,14
project_1,wi,NL,WomensFavouriteTV,MALE_O55,2020-05-10,2020-03-18,3310,0,4,4
project_5,wi,FR,Moviegoers,MALE_O45,2020-04-10,2020-04-15,7022,4,44,6
project_2,wi,ES,Comedy,FEMALE_35to44,2020-10-09,2020-10-23,9496,23,20,5
project_9,wi,DE,SportEntertainment,MALE_45to54,2020-06-02,2020-06-05,3733,22,54,5
project_3,wi,IT,VisuallyArresting,MALE_45to54,2020-09-08,2020-09-25,2388,0,0,0
project_11,wi,FR,FrenchComedy,MALE_25to34,2020-08-21,2020-09-18,18870,0,0,0
project_10,wi,DE,Berlin,FEMALE_18to24,2020-10-23,2021-02-19,997,2,9,2
project_4,wi,DE,SophisticatedCrimeTV,FEMALE_35to44,2020-07-15,2020-09-25,1148,5,1,11
project_7,wi,FR,NatooFans,MALE_O45,2020-05-15,2020-06-05,851,7,7,0
project_14,wi,AT,GermanComedyStandUp,MALE_O55,2020-09-14,2020-12-04,7376,1,6,5
project_9,vc,DE,SportEntertainment,FEMALE_25to34,2020-06-23,2020-06-05,9821,15,103,10
project_6,wi,FR,Drama,MALE_U25,2019-11-29,2020-02-21,5300,7,46,43
project_8,vc,GB,ViewedFlockSpots,FEMALE_U25,2020-11-06,2020-10-30,1117,0,0,0
project_10,wi,DE,YoungAdultsDrama,FEMALE_35to44,2020-10-23,2021-02-19,1946,4,17,9
project_2,vc,DK,Broad,FEMALE_35to44,2020-11-06,2020-10-23,1679,0,0,0
project_4,vc,DE,GermanPostWarHistory,FEMALE_25to34,2020-10-13,2020-09-25,4251,11,11,23
project_1,vc,ES,Cast,MALE_45to54,2020-08-18,2020-03-18,4925,5,4,3
project_2,vc,DK,Broad,FEMALE_U25,2020-11-06,2020-10-23,2395,0,0,0
project_14,wi,AT,Mixed_Segment_D,MALE_35to44,2020-09-14,2020-12-04,14098,0,0,0
project_1,wi,GB,WomensFavouriteTV,FEMALE_25to34,2020-05-10,2020-03-18,4504,2,1,4
project_3,wi,DE,SciFi,MALE_45to54,2020-09-08,2020-09-25,2179,6,10,30
project_6,vc,DE,Control,FEMALE_U25,2020-03-09,2020-02-21,2105,4,40,22
project_6,wi,GB,PRIMEOriginalSeries,MALE_O45,2019-11-29,2020-02-21,3170,14,18,4
project_6,vc,GB,CastCrew,FEMALE_U25,2020-03-09,2020-02-21,2312,22,17,11
project_12,wi,FR,FootballEntertainment,MALE_25to34,2020-08-21,2020-09-15,3201,0,0,0
project_3,wi,DE,Dystopian,MALE_O55,2020-09-08,2020-09-25,1351,3,7,11
project_6,vc,DE,PRIMEOriginalSeries,FEMALE_25to34,2020-03-09,2020-02-21,1744,4,14,16
project_14,wi,DE,StandUp,FEMALE_25to34,2020-09-14,2020-12-04,2346,3,10,20
project_3,wi,DE,Dystopian,FEMALE_45to54,2020-09-08,2020-09-25,1665,0,0,17
project_2,vc,IE,Mixed_Segment_F,FEMALE_O55,2020-11-06,2020-10-23,5531,0,0,0
project_6,vc,ES,CastCrew,FEMALE_U25,2020-03-09,2020-02-21,4420,16,11,20
project_2,vc,PT,Mixed_Segment_D,FEMALE_35to44,2020-11-07,2020-10-23,8517,4,5,0
project_2,vc,DK,Broad,MALE_25to34,2020-11-06,2020-10-23,2265,0,0,0
project_8,vc,GB,KerrysBespokeList,MALE_45to54,2020-11-06,2020-10-30,1838,0,0,0
project_5,vc,FR,FrenchComedians,FEMALE_35to44,2020-04-29,2020-04-15,13573,47,15,42
project_6,vc,GB,CastCrew,MALE_25to34,2020-03-09,2020-02-21,3331,36,45,36
project_6,vc,DE,CastCrew,FEMALE_O45,2020-03-09,2020-02-21,2029,20,16,39
project_11,wi,FR,Parents,FEMALE_25to34,2020-08-21,2020-09-18,6514,0,0,0
project_6,wi,FR,Action,MALE_U25,2019-11-29,2020-02-21,5182,9,47,58
project_1,vc,AT,PopularDrama,MALE_O45,2020-07-07,2020-03-18,22969,8,18,20
project_4,vc,DE,Crime,FEMALE_45to54,2020-10-13,2020-09-25,3407,1,11,4
project_1,vc,AT,Books,FEMALE_18to24,2020-07-07,2020-03-18,18552,3,6,16
project_6,wi,GB,Control,MALE_35to44,2019-11-29,2020-02-21,4567,9,27,10
project_1,vc,DE,DarkFemaleLedTV,FEMALE_35to44,2020-07-07,2020-03-18,12267,36,11,86
project_6,wi,GB,VengeanceSelfJustice,FEMALE_U25,2019-11-29,2020-02-21,10853,6,24,34
project_6,vc,FR,VengeanceSelfJustice,FEMALE_U25,2020-03-09,2020-02-21,2695,15,10,23
project_1,vc,DE,Motherhood,MALE_35to44,2020-07-07,2020-03-18,5427,1,7,14
project_1,vc,DE,Feminism,FEMALE_35to44,2020-07-07,2020-03-18,9228,10,2,29
project_14,wi,AT,GermanyComedy,MALE_18to24,2020-09-14,2020-12-04,1650,4,1,4
project_8,vc,GB,Control,MALE_35to44,2020-11-06,2020-10-30,1047,0,0,0
project_11,wi,FR,PrimeVideoFans,FEMALE_35to44,2020-08-21,2020-09-18,5552,0,0,0
project_6,wi,GB,Action,FEMALE_U25,2019-11-29,2020-02-21,3654,7,33,48
project_7,wi,FR,NormanThavaudFans,FEMALE_18to24,2020-05-15,2020-06-05,21503,34,4,23
project_2,wi,AT,SBC,FEMALE_35to44,2020-10-10,2020-10-23,5904,13,7,0
project_1,wi,GB,FemaleLedDrama,FEMALE_25to34,2020-05-10,2020-03-18,3498,1,2,4
project_5,wi,FR,ComedyDramedy,FEMALE_U25,2020-04-10,2020-04-15,12843,59,34,93
project_2,vc,FI,Demo,MALE_45to54,2020-11-06,2020-10-23,1639,7,2,0
project_12,wi,FR,MotivationMovies,MALE_25to34,2020-08-21,2020-09-15,4513,0,0,0
project_7,vc,FR,FrenchInfluencers,MALE_25to34,2020-07-12,2020-06-05,88643,21,159,38
project_3,wi,NL,Dystopian,FEMALE_35to44,2020-08-14,2020-09-25,7702,0,63,19
project_1,vc,GB,WomensFavouriteTV,FEMALE_45to54,2020-06-24,2020-03-18,3718,5,0,20
project_1,vc,ES,WomensFavouriteTV,MALE_O55,2020-08-18,2020-03-18,10122,1,1,4
project_1,vc,DE,Cast,MALE_25to34,2020-07-07,2020-03-18,10310,3,14,9
project_8,wi,GB,TheCornettoTrilogy,FEMALE_45to54,2020-07-30,2020-10-30,284,13,0,0
project_1,vc,DE,Feminism,MALE_O45,2020-07-07,2020-03-18,2728,4,15,11
project_6,vc,FR,Action,MALE_35to44,2020-03-09,2020-02-21,3571,24,21,16
project_14,wi,AT,StandUp,FEMALE_O55,2020-09-14,2020-12-04,9011,0,0,3
project_1,vc,DE,Motherhood,MALE_25to34,2020-07-07,2020-03-18,10737,2,9,14
project_2,vc,FI,Broad,FEMALE_25to34,2020-11-06,2020-10-23,2223,0,0,0
project_3,wi,FR,DarkTV,FEMALE_35to44,2020-09-08,2020-09-25,4091,0,0,0
project_5,vc,FR,InARelationship,FEMALE_25to34,2020-04-29,2020-04-15,15040,43,35,56
project_5,vc,FR,FrenchComedians,MALE_35to44,2020-04-29,2020-04-15,16351,14,97,18
project_2,vc,ES,Comedy,MALE_U25,2020-11-10,2020-10-23,9035,0,0,0
project_2,vc,PT,Mixed_Segment_C,FEMALE_25to34,2020-11-07,2020-10-23,16582,4,2,3
project_11,wi,FR,Parents,MALE_18to24,2020-08-21,2020-09-18,3985,0,0,0
project_2,wi,AT,USCulture,MALE_45to54,2020-10-10,2020-10-23,1060,7,0,1
project_3,wi,GB,DarkTV,MALE_35to44,2020-08-14,2020-09-25,9626,9,17,29
project_5,wi,FR,Singles,FEMALE_U25,2020-04-10,2020-04-15,6253,34,37,62
project_1,vc,ES,DarkFemaleLedTV,FEMALE_O55,2020-08-18,2020-03-18,10864,45,0,28
project_2,vc,ES,SBC,MALE_35to44,2020-11-10,2020-10-23,3420,0,0,0
project_1,vc,AT,Feminism,FEMALE_35to44,2020-07-07,2020-03-18,20576,11,0,22
project_3,wi,FR,ComicBookTV,MALE_45to54,2020-09-08,2020-09-25,3678,0,0,0
project_6,wi,ES,PRIMEOriginalSeries,FEMALE_O25,2019-11-30,2020-02-21,21440,3,1,7
project_3,wi,IT,PrimeVideoFans,MALE_35to44,2020-09-08,2020-09-25,2473,0,0,0
project_12,wi,FR,FootballEntertainment,MALE_45to54,2020-08-21,2020-09-15,4081,0,0,0
project_4,wi,DE,Crime,FEMALE_O55,2020-07-15,2020-09-25,8092,13,37,62
project_13,wi,FR,MusicalsOnScreen,MALE_18to24,2020-09-21,2020-09-25,4712,0,0,0
project_4,vc,DE,Spies,FEMALE_U25,2020-10-13,2020-09-25,3375,5,2,12
project_5,wi,FR,FrenchCinemaTVSeries,FEMALE_U25,2020-04-10,2020-04-15,14602,37,25,54
project_9,vc,DE,Football,MALE_35to44,2020-06-23,2020-06-05,12032,50,112,44
project_3,wi,FR,DarkTV,MALE_45to54,2020-09-08,2020-09-25,3657,0,0,0
project_4,vc,DE,Thriller,MALE_25to34,2020-10-13,2020-09-25,4331,20,36,15
project_5,wi,FR,Teens,FEMALE_O45,2020-04-10,2020-04-15,5838,32,38,69
project_6,wi,DE,SpiesSecretOperations,MALE_25to34,2019-11-29,2020-02-21,2276,8,3,10
project_6,vc,FR,PRIMEOriginalSeries,FEMALE_U25,2020-03-09,2020-02-21,2737,17,17,19
project_8,wi,GB,TheCornettoTrilogy,FEMALE_O55,2020-07-30,2020-10-30,1,0,0,0
project_6,wi,GB,Drama,FEMALE_O45,2019-11-29,2020-02-21,2079,3,1,7
project_3,wi,GB,DarkTV,MALE_25to34,2020-08-14,2020-09-25,10045,7,36,50
project_8,wi,GB,SimonPeggWright,FEMALE_U25,2020-07-30,2020-10-30,2603,37,0,4
project_6,vc,DE,Action,FEMALE_35to44,2020-03-09,2020-02-21,1634,2,5,12
project_14,wi,AT,Control,FEMALE_O55,2020-09-14,2020-12-04,5027,0,0,0
project_3,wi,NL,DarkTV,FEMALE_35to44,2020-08-14,2020-09-25,8814,9,51,23
project_6,vc,GB,PRIMEOriginalSeries,FEMALE_25to34,2020-03-09,2020-02-21,2214,10,3,9
project_6,vc,FR,Drama,MALE_35to44,2020-03-09,2020-02-21,2763,12,10,4
project_1,wi,GB,DarkFemaleLedTV,MALE_35to44,2020-05-10,2020-03-18,3805,1,6,5
project_4,vc,DE,Spies,FEMALE_35to44,2020-10-13,2020-09-25,3101,3,6,16
project_2,vc,IE,Demo,MALE_35to44,2020-11-06,2020-10-23,4929,0,0,0
project_2,vc,SE,Mixed_Segment_A,MALE_25to34,2020-11-06,2020-10-23,4833,4,0,1
project_4,vc,DE,Extended,MALE_25to34,2020-10-13,2020-09-25,2340,6,10,19
project_4,wi,DE,Crime,MALE_U25,2020-07-15,2020-09-25,9997,39,43,47
project_4,wi,DE,Interest,FEMALE_35to44,2020-07-15,2020-09-25,4211,7,17,33
project_4,vc,DE,Thriller,FEMALE_O55,2020-10-13,2020-09-25,2395,4,20,21
project_3,wi,IT,DarkTV,FEMALE_25to34,2020-09-08,2020-09-25,5171,0,0,0
project_1,wi,NL,FemaleLedDrama,FEMALE_35to44,2020-05-10,2020-03-18,4595,6,5,10
project_6,vc,DE,PRIMEOriginalSeries,MALE_O45,2020-03-09,2020-02-21,2462,13,36,17
project_2,vc,PT,Mixed_Segment_E,FEMALE_45to54,2020-11-07,2020-10-23,11161,3,1,1
project_6,vc,DE,Drama,MALE_U25,2020-03-09,2020-02-21,2117,5,16,6
project_6,wi,ES,Drama,FEMALE_O45,2019-11-30,2020-02-21,3808,1,0,1
project_1,wi,GB,WomensFavouriteTV,MALE_35to44,2020-05-10,2020-03-18,3483,1,1,2
project_3,wi,FR,SciFi,FEMALE_O55,2020-09-08,2020-09-25,2002,0,0,0
project_6,wi,ES,SpiesSecretOperations,MALE_35to44,2019-11-30,2020-02-21,5695,14,7,4
project_12,wi,FR,Documentary,MALE_45to54,2020-08-21,2020-09-15,3671,0,0,0
project_1,vc,ES,PrimeVideoFans,FEMALE_25to34,2020-08-18,2020-03-18,5777,2,3,8
project_2,vc,ES,USDocumentary,MALE_O55,2020-11-10,2020-10-23,9187,0,0,0
project_5,wi,FR,FrenchInfluencers,MALE_25to34,2020-04-10,2020-04-15,7283,9,83,22
project_14,wi,DE,Mixed_Segment_D,MALE_35to44,2020-09-14,2020-12-04,9913,0,0,0
project_8,vc,GB,KerrysBespokeList,FEMALE_25to34,2020-11-06,2020-10-30,2333,0,0,0
project_1,vc,DE,DarkFemaleLedTV,FEMALE_25to34,2020-07-07,2020-03-18,17583,31,11,71
project_1,wi,GB,PopularDramaThrillerTV,FEMALE_35to44,2020-05-10,2020-03-18,1953,3,0,3
project_2,vc,PT,Core,MALE_35to44,2020-11-07,2020-10-23,10032,19,2,3
project_3,wi,DE,Dystopian,FEMALE_U25,2020-09-08,2020-09-25,1678,3,2,12
project_5,wi,FR,FemaleLedComedy,FEMALE_35to44,2020-04-10,2020-04-15,11705,81,17,35
project_9,wi,DE,SportEntertainment,MALE_O55,2020-06-02,2020-06-05,4911,10,50,6
project_3,wi,FR,VisuallyArresting,FEMALE_25to34,2020-09-08,2020-09-25,3282,0,0,0
project_3,wi,DE,SciFi,FEMALE_35to44,2020-09-08,2020-09-25,1782,0,4,29
project_3,wi,NL,Dystopian,FEMALE_25to34,2020-08-14,2020-09-25,9006,0,76,30
